"av_wages_year_prev";"av_wages_year";"av_wages_quarter";"calculation_type";"calculation_code";"industry";"industry_code";"average_wages_growth";"average_wages_value_prev";"average_wages_value";"category_code";"category_name";"price";"price_year_prev";"price_year";"price_quarter";"price_growth";"price_growth_unit";"czechia_price_value_prev";"czechia_price_value";"amount_of_food_per_av_wages_prev";"amount_of_food_per_av_wages";"price_than_average_wages_growth"
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;114501;Eidamská cihla; Kè / 1 kg;2008;2009;1;-20.04;%;148.34;118.62;137.0;172.0;25.55
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;114401;Jogurt bílý netuèný; Kè / 150 g;2008;2009;1;1.44;%;6.24;6.33;3276.0;3235.0;-1.25
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;114201;Mléko polotuèné pasterované; Kè / 1 l;2008;2009;1;-9.9;%;18.28;16.47;1118.0;1243.0;11.18
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;112704;Šunkový salám; Kè / 1 kg;2008;2009;1;1.59;%;117.43;119.3;174.0;171.0;-1.72
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;112401;Kuøata kuchaná celá; Kè / 1 kg;2008;2009;1;-4.35;%;61.61;58.93;331.0;347.0;4.83
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;112201;Vepøová peèenì s kostí; Kè / 1 kg;2008;2009;1;3.82;%;103.76;107.72;197.0;190.0;-3.55
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2008;2009;1;2.95;%;173.85;178.98;117.0;114.0;-2.56
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;111602;Tìstoviny vajeèné; Kè / 1 kg;2008;2009;1;3.35;%;30.18;31.19;677.0;656.0;-3.1
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;111303;Peèivo pšenièné bílé; Kè / 1 kg;2008;2009;1;-14.4;%;54.94;47.03;372.0;435.0;16.94
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;1;-7.29;%;23.06;21.38;886.0;957.0;8.01
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;111201;Pšenièná mouka hladká; Kè / 1 kg;2008;2009;1;-9.17;%;12.21;11.09;1674.0;1846.0;10.27
2008;2009;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.16;20446;20479;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2008;2009;1;36.43;%;27.31;37.26;748.0;549.0;-26.6
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2008;2009;2;3.03;%;8.92;9.19;2369.0;2269.0;-4.22
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2008;2009;2;-1.08;%;8.31;8.22;2543.0;2537.0;-0.24
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;118101;Cukr krystalový; Kè / 1 kg;2008;2009;2;-8.18;%;21.27;19.53;993.0;1068.0;7.55
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;117401;Konzumní brambory; Kè / 1 kg;2008;2009;2;-0.95;%;12.62;12.5;1674.0;1668.0;-0.36
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;117106;Mrkev; Kè / 1 kg;2008;2009;2;17.0;%;20.82;24.36;1015.0;856.0;-15.67
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;117103;Papriky; Kè / 1 kg;2008;2009;2;-19.26;%;76.05;61.4;277.0;339.0;22.38
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2008;2009;2;22.84;%;35.2;43.24;600.0;482.0;-19.67
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;116104;Jablka konzumní; Kè / 1 kg;2008;2009;2;-24.33;%;36.62;27.71;577.0;752.0;30.33
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;116103;Banány žluté; Kè / 1 kg;2008;2009;2;11.78;%;31.41;35.11;672.0;594.0;-11.61
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;116101;Pomeranèe; Kè / 1 kg;2008;2009;2;-6.04;%;33.27;31.26;635.0;667.0;5.04
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2008;2009;2;2.51;%;84.72;86.85;249.0;240.0;-3.61
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;115101;Máslo; Kè / 1 kg;2008;2009;2;-19.64;%;113.72;91.39;185.0;228.0;23.24
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;114701;Vejce slepièí èerstvá; Kè / 10 ks;2008;2009;2;-7.36;%;28.27;26.19;747.0;796.0;6.56
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;114501;Eidamská cihla; Kè / 1 kg;2008;2009;2;-18.55;%;136.1;110.85;155.0;188.0;21.29
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;114401;Jogurt bílý netuèný; Kè / 150 g;2008;2009;2;-0.16;%;6.23;6.22;3392.0;3353.0;-1.15
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;114201;Mléko polotuèné pasterované; Kè / 1 l;2008;2009;2;-11.8;%;17.96;15.84;1176.0;1316.0;11.9
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;112704;Šunkový salám; Kè / 1 kg;2008;2009;2;-0.16;%;119.41;119.22;176.0;174.0;-1.14
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;112401;Kuøata kuchaná celá; Kè / 1 kg;2008;2009;2;-5.44;%;61.37;58.03;344.0;359.0;4.36
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;112201;Vepøová peèenì s kostí; Kè / 1 kg;2008;2009;2;0.32;%;105.33;105.67;200.0;197.0;-1.5
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2008;2009;2;2.4;%;175.7;179.91;120.0;115.0;-4.17
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;111602;Tìstoviny vajeèné; Kè / 1 kg;2008;2009;2;1.32;%;31.0;31.41;681.0;664.0;-2.5
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;111303;Peèivo pšenièné bílé; Kè / 1 kg;2008;2009;2;-23.63;%;54.84;41.88;385.0;498.0;29.35
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;2;-13.96;%;23.0;19.79;918.0;1054.0;14.81
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;111201;Pšenièná mouka hladká; Kè / 1 kg;2008;2009;2;-23.5;%;13.32;10.19;1586.0;2047.0;29.07
2008;2009;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;-1.30;21135;20860;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2008;2009;2;17.46;%;30.98;36.39;682.0;573.0;-15.98
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2008;2009;3;2.0;%;9.0;9.18;2343.0;2325.0;-0.77
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2008;2009;3;0.24;%;8.33;8.35;2531.0;2556.0;0.99
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;118101;Cukr krystalový; Kè / 1 kg;2008;2009;3;-3.05;%;20.67;20.04;1020.0;1065.0;4.41
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;117401;Konzumní brambory; Kè / 1 kg;2008;2009;3;-7.57;%;10.44;9.65;2019.0;2211.0;9.51
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;117106;Mrkev; Kè / 1 kg;2008;2009;3;-22.78;%;17.82;13.76;1183.0;1551.0;31.11
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;117103;Papriky; Kè / 1 kg;2008;2009;3;-18.39;%;46.94;38.31;449.0;557.0;24.05
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2008;2009;3;-16.78;%;28.91;24.06;729.0;887.0;21.67
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;116104;Jablka konzumní; Kè / 1 kg;2008;2009;3;-26.14;%;36.96;27.3;570.0;781.0;37.02
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;116103;Banány žluté; Kè / 1 kg;2008;2009;3;-1.93;%;27.53;27.0;766.0;790.0;3.13
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;116101;Pomeranèe; Kè / 1 kg;2008;2009;3;-16.03;%;35.43;29.75;595.0;717.0;20.5
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2008;2009;3;-5.74;%;88.21;83.15;239.0;256.0;7.11
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;115101;Máslo; Kè / 1 kg;2008;2009;3;-16.98;%;111.67;92.71;188.0;230.0;22.34
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;114701;Vejce slepièí èerstvá; Kè / 10 ks;2008;2009;3;-4.58;%;26.43;25.22;797.0;846.0;6.15
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;114501;Eidamská cihla; Kè / 1 kg;2008;2009;3;-15.94;%;127.52;107.19;165.0;199.0;20.61
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;114401;Jogurt bílý netuèný; Kè / 150 g;2008;2009;3;-6.45;%;6.36;5.95;3315.0;3587.0;8.21
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;114201;Mléko polotuèné pasterované; Kè / 1 l;2008;2009;3;-15.43;%;17.76;15.02;1187.0;1421.0;19.71
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;112704;Šunkový salám; Kè / 1 kg;2008;2009;3;-2.19;%;119.0;116.39;177.0;183.0;3.39
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;112401;Kuøata kuchaná celá; Kè / 1 kg;2008;2009;3;-4.56;%;60.29;57.54;349.0;370.0;6.02
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;112201;Vepøová peèenì s kostí; Kè / 1 kg;2008;2009;3;-1.2;%;109.1;107.79;193.0;198.0;2.59
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2008;2009;3;1.46;%;176.15;178.73;119.0;119.0;0.0
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;111602;Tìstoviny vajeèné; Kè / 1 kg;2008;2009;3;-1.19;%;31.04;30.67;679.0;695.0;2.36
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;111303;Peèivo pšenièné bílé; Kè / 1 kg;2008;2009;3;-39.22;%;53.83;32.72;391.0;652.0;66.75
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;3;-18.94;%;22.92;18.58;920.0;1148.0;24.78
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;111201;Pšenièná mouka hladká; Kè / 1 kg;2008;2009;3;-30.62;%;13.65;9.47;1544.0;2253.0;45.92
2008;2009;3;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;1.22;21088;21345;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2008;2009;3;-2.46;%;36.97;36.06;570.0;591.0;3.68
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;2000001;Kapr živý; Kè / 1 kg;2008;2009;4;2.03;%;80.37;82.0;281.0;277.0;-1.42
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2008;2009;4;1.32;%;9.08;9.2;2495.0;2475.0;-0.8
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2008;2009;4;0.37;%;8.08;8.11;2804.0;2808.0;0.14
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;118101;Cukr krystalový; Kè / 1 kg;2008;2009;4;-5.97;%;20.42;19.2;1109.0;1186.0;6.94
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;117401;Konzumní brambory; Kè / 1 kg;2008;2009;4;-1.65;%;9.09;8.94;2492.0;2547.0;2.21
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;117106;Mrkev; Kè / 1 kg;2008;2009;4;-4.89;%;12.26;11.66;1848.0;1953.0;5.68
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;117103;Papriky; Kè / 1 kg;2008;2009;4;-19.49;%;50.64;40.77;447.0;558.0;24.83
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2008;2009;4;-21.37;%;39.49;31.05;573.0;733.0;27.92
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;116104;Jablka konzumní; Kè / 1 kg;2008;2009;4;-13.18;%;25.65;22.27;883.0;1022.0;15.74
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;116103;Banány žluté; Kè / 1 kg;2008;2009;4;-6.03;%;27.7;26.03;818.0;874.0;6.85
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;116101;Pomeranèe; Kè / 1 kg;2008;2009;4;7.12;%;27.94;29.93;810.0;760.0;-6.17
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2008;2009;4;-10.08;%;88.4;79.49;256.0;286.0;11.72
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;115101;Máslo; Kè / 1 kg;2008;2009;4;-2.4;%;108.46;105.86;208.0;215.0;3.37
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;114701;Vejce slepièí èerstvá; Kè / 10 ks;2008;2009;4;-0.84;%;26.3;26.08;861.0;873.0;1.39
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;114501;Eidamská cihla; Kè / 1 kg;2008;2009;4;-11.55;%;124.36;110.0;182.0;207.0;13.74
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;114401;Jogurt bílý netuèný; Kè / 150 g;2008;2009;4;-7.45;%;6.31;5.84;3590.0;3899.0;8.61
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;114201;Mléko polotuèné pasterované; Kè / 1 l;2008;2009;4;-12.97;%;17.58;15.3;1288.0;1488.0;15.53
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;112704;Šunkový salám; Kè / 1 kg;2008;2009;4;-3.08;%;120.77;117.05;187.0;194.0;3.74
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;112401;Kuøata kuchaná celá; Kè / 1 kg;2008;2009;4;-4.54;%;59.65;56.94;379.0;399.0;5.28
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;112201;Vepøová peèenì s kostí; Kè / 1 kg;2008;2009;4;-3.66;%;108.73;104.75;208.0;217.0;4.33
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2008;2009;4;0.7;%;177.16;178.4;127.0;127.0;0.0
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;111602;Tìstoviny vajeèné; Kè / 1 kg;2008;2009;4;-0.91;%;30.91;30.63;733.0;743.0;1.36
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;111303;Peèivo pšenièné bílé; Kè / 1 kg;2008;2009;4;-36.58;%;53.15;33.71;426.0;675.0;58.45
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;111301;Chléb konzumní kmínový; Kè / 1 kg;2008;2009;4;-16.82;%;22.35;18.59;1013.0;1225.0;20.93
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;111201;Pšenièná mouka hladká; Kè / 1 kg;2008;2009;4;-28.11;%;12.7;9.13;1784.0;2494.0;39.8
2008;2009;4;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;0.50;22659;22773;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2008;2009;4;-8.23;%;37.8;34.69;599.0;656.0;9.52
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;1;8.84;%;9.16;9.97;2235.0;2104.0;-5.86
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;1;0.61;%;8.18;8.23;2503.0;2549.0;1.84
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;118101;Cukr krystalový; Kè / 1 kg;2009;2010;1;-9.13;%;20.48;18.61;999.0;1127.0;12.81
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;117401;Konzumní brambory; Kè / 1 kg;2009;2010;1;7.15;%;9.79;10.49;2091.0;2000.0;-4.35
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;117106;Mrkev; Kè / 1 kg;2009;2010;1;-4.67;%;16.48;15.71;1242.0;1335.0;7.49
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;117103;Papriky; Kè / 1 kg;2009;2010;1;-2.85;%;66.33;64.44;308.0;325.0;5.52
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;117101;Rajská jablka èervená kulatá; Kè / 1 kg;2009;2010;1;9.17;%;41.31;45.1;495.0;465.0;-6.06
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;116104;Jablka konzumní; Kè / 1 kg;2009;2010;1;-8.69;%;26.12;23.85;784.0;879.0;12.12
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;116103;Banány žluté; Kè / 1 kg;2009;2010;1;-18.15;%;34.1;27.91;600.0;751.0;25.17
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;116101;Pomeranèe; Kè / 1 kg;2009;2010;1;-5.74;%;28.22;26.6;725.0;788.0;8.69
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;115201;Rostlinný roztíratelný tuk; Kè / 1 kg;2009;2010;1;-10.13;%;88.15;79.22;232.0;264.0;13.79
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;115101;Máslo; Kè / 1 kg;2009;2010;1;16.39;%;94.42;109.9;216.0;190.0;-12.04
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;114701;Vejce slepièí èerstvá; Kè / 10 ks;2009;2010;1;5.38;%;26.59;28.02;770.0;748.0;-2.86
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;114501;Eidamská cihla; Kè / 1 kg;2009;2010;1;-2.24;%;118.62;115.96;172.0;180.0;4.65
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;114401;Jogurt bílý netuèný; Kè / 150 g;2009;2010;1;-2.69;%;6.33;6.16;3235.0;3406.0;5.29
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;114201;Mléko polotuèné pasterované; Kè / 1 l;2009;2010;1;-5.46;%;16.47;15.57;1243.0;1347.0;8.37
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;112704;Šunkový salám; Kè / 1 kg;2009;2010;1;-1.81;%;119.3;117.14;171.0;179.0;4.68
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;112401;Kuøata kuchaná celá; Kè / 1 kg;2009;2010;1;-4.82;%;58.93;56.09;347.0;374.0;7.78
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;112201;Vepøová peèenì s kostí; Kè / 1 kg;2009;2010;1;-5.29;%;107.72;102.02;190.0;205.0;7.89
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;112101;Hovìzí maso zadní bez kosti; Kè / 1 kg;2009;2010;1;-0.88;%;178.98;177.41;114.0;118.0;3.51
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;111602;Tìstoviny vajeèné; Kè / 1 kg;2009;2010;1;0.87;%;31.19;31.46;656.0;667.0;1.68
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;111303;Peèivo pšenièné bílé; Kè / 1 kg;2009;2010;1;-27.98;%;47.03;33.87;435.0;619.0;42.3
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;111301;Chléb konzumní kmínový; Kè / 1 kg;2009;2010;1;-13.0;%;21.38;18.6;957.0;1128.0;17.87
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;111201;Pšenièná mouka hladká; Kè / 1 kg;2009;2010;1;-22.45;%;11.09;8.6;1846.0;2440.0;32.18
2009;2010;1;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;2.48;20479;20986;111101;Rýže loupaná dlouhozrnná; Kè / 1 kg;2009;2010;1;-5.9;%;37.26;35.06;549.0;598.0;8.93
2009;2010;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.77;20860;21647;213201;Pivo výèepní, svìtlé, lahvové; Kè / 0,5 l;2009;2010;2;6.86;%;9.19;9.82;2269.0;2204.0;-2.86
2009;2010;2;pøepoètený;200;"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";G;3.77;20860;21647;122102;Pøírodní minerální voda uhlièitá; Kè / 1 l;2009;2010;2;-2.31;%;8.22;8.03;2537.0;2695.0;6.23
